comment_text,is_toxic
you guys are tired,0
so is peru,0
beast u smell penis with cheese ,1
another notch,0
fuckin pl pickers,1
get in the photo,0
our noob pa will farm till next year,1
and help,0
i want to try but  i dont have persona,0
all chat ,0
nice csing dog,1
  o,0
with the rotation bot,0
vs   creep waves,0
ill just slit your throat,1
depression is for pussies,1
let me see how good of a server u have ape ,1
so when you masturbate to sleep  do you press your knees together or wide apart like your asshole is ready to get reamed apart ,1
lycan tergentot sedunia  ,0
your morons were worse than our morons,1
where swm,0
opinions on powell s increase in rates  ,0
ogre alone is raping them,1
cant hit us,0
report pudge and zeus total retards,1
fuck this broodmama,1
when hes learning hero,0
this shit jug jz simply say i die back,1
highlight,0
this mothfecfucker primal tp mid,1
puck are you done with your acrobatics ,0
he prob gay,1
sry for the waste of time    what a sht game ,1
sorry  i had a father in my life,0
cant believe the cumback,1
grey screen,0
bh reported for griefing,0
benched for a reason,0
pa is crying cos got raped on top,1
damn ember you are pretty heavy to be allchatting,1
you are so retarded and bad,1
u boys are playing like its ti,0
we can tell,0
zzzz we have another depressive kiddo here,1
its literally just a game,0
but still noob,1
he s dead,0
use battlefury jugg,0
clown    ,0
my rubick is an impulsive son of whore whose mom dropped him at birth,1
wioth ur dogshit meepo ,1
and still fuck u easly,1
i only kill him twice lol,0
suck dick bitch,1
otucarrying rank  ,0
rosh all towers,0
stop playing u retards,1
and he cry like a dog,1
type,0
she is a man,0
this idiot cant fucking use  spells together,1
wtf is this,1
cory new player ,0
sf and nyx suck,1
surewin,0
i needed tha rune man   ,0
does eljean know your a faggot ,1
thank god i didnt have lastpick this game so pink is stuck with you puck,0
thats a nice streak  would be a shame if you lost it,0
fak how do u use this,1
lycan and silencer,0
china gonna rule the world,0
eziest game of my fucking life,1
need   or  ,0
dickhead moron,1
bbc for you this game,0
can u fuck off ,1
the fucking difference is when i target cm we win the fight,1
even when he is thanking me,0
the machine,0
u should try maybe meepo,0
the last pick uyndying,0
if you cant play core bro,0
because none of u idiots were there,1
what a noob sniper,1
muslim son of whore like u ,1
i hurt the ones i love,0
noob core ff underlord with vanguard xaxa,1
every fucking game,1
when u sex with a girl,0
won for u,0
ty bro,0
how the fuck,1
stfu tree,1
why no money idiot  ,1
afk is choice,0
he puts,0
party with eazy heart or ruin,0
i hope your cock werks,1
and report morf,0
i fuck your dad,1
wtf comback,1
nobody to follow up ,0
waste my csgo time,0
in chrono,0
carried by kka ,0
feeding,0
is fucking u ,1
the loudest are always the foolish,0
i honestly think,0
account buyer dog,1
pocanam legche budet,0
this idiot chasing bs,1
wtf is that radius,1
whats is country krym ,0
our noob timber ,1
too many apes,1
want some ethereal ,0
hoy tang ina mo bobo ka sa mid,1
eat my entire ass,1
who was the noob  bh ,1
hope your retarded mother dies in front of your eyes,1
stupid bitch woman cm,1
why bro ,0
this idiot,1
cachandote,0
pa fed   kills though,0
whos gonna carry the retards,1
unpause ,0
wtf sk think he is,1
ok then,0
we wait for sf ,0
your mother takes my banana,1
fuck that guy,1
cant support thsi shit noob teammates,1
he s a greedy bastard   ,1
fk u play ur rank cunt,1
first win,0
as a whole,0
enjoy this treads dog pos  with you next,1
ass hole spotted,1
from the lane,0
clinkz is trash,1
 c,0
  morons atacking pudge non stop,1
nice actor chingchong,1
i was just tryna chill man wtf lol,1
two aghs,0
pick pa again and u lose idiot,1
exactly  be quiet then,0
did you try one shotting your parents dissapointment ,1
or your noob ,1
fucking monkeys in team,1
send to gof,0
ashei fassio,0
how is everyone doing    ,0
pls wait,0
i mean no,0
why u use chat ,0
offlane feeders and abusers,0
we want to play fair,0
can you fuck off ,1
green is talking shit yall,1
see the difference in my and jug lvl n farms,0
we have noob drow and pudge,1
worst subhuman,0
o home he imortal,0
world full of gays,1
help us report this trash fuck pa,1
try hard moron marci,1
ina mall ,1
gg close game,0
horribl,0
than ua re gay,1
where is lina ,0
when ur carry sucks y lose,1
i bet you bought that as divine and now legend,0
not reporting am,0
ur mom ugly bitch,1
wtf is that jump,1
sorrey my contempt for the stupid fucking cunt am got in the way,1
feed too much,0
was playing with my tongue noobkid,1
 head,0
just end this,0
go finish  noob team ,1
fucking clutch,1
i hope you think about this xd,0
how long before out of legend,0
why dont u just send your mom instead of vitamin b,1
imagine playing    k games but still plays like that,0
mid go they cant def,0
u was rape pos   bro,1
wtf go mext ,1
i prefer abuse but doing shit then this dusa,1
dont know,0
wtf how come od legend vs me cruseder wtf,1
fucking ti players in legend,1
wr leave the game    make your team stronger you rretard,1
wtf rs,1
the good old mom card when you suck so hard you have to use it,0
every   minutes,0
idiot earthshaker bot,1
why man  p,0
you are mouse and noob,1
such a shit ember spirit as well,1
hey clown look top,1
death and woe to all ruzzians,0
sorrty,0
typical,0
cue benny hill music,0
go fuck off,1
funny thing,0
report warlock,0
it should say safe to leave,0
your mums pretty easy,1
f off virgin,1
u cant even stun a player haha,1
i jsut said my first game is nice game,0
push mid clown,1
nah actually fuck undying,1
that bad ,0
yes ur whole family all trash lsoer,1
can you faggots stop pausing,1
ember son of a whore,0
catch me,0
for what tard,1
nah  you do suck though,1
perfect hes a pleb,1
and   of ur core players,0
imagine calling others moron,1
pos   pls thanks english team if possible,0
try hard ,0
by a mirana,0
they just too bad,0
nice english retard,1
this dog tip me ,1
thanks for spitting facts whitemon   ,0
why go when i put a x,0
the fuck u trying to do ,1
how low this fucking game is man even if we afk,1
reason,0
cause our clintz and am are fucking dogs,1
holy shit,1
your mom has nice jugs,1
imagine your carrying this mf,1
trash coore,1
gg can throne,0
of course,0
ammar the  beed,0
with me fucking ofc,1
you re not going anywhere,0
shoudnt,0
gotta have some public decency,0
i breastfed from your mom,1
and it wasnt even u moron marci,1
can we end ,0
i bet ur face is ugly pa,1
what a retrard ,1
 you talk a lot of shit for someone who hasnt won   ,1
fucking techies,1
im so fucking trash,1
fear my dick,1
  pos and  pos buy it,0
put a period so you don t use bad word  cunt,1
now i m gonna ask you who do you think is the acc buyer  ,0
yesss ur mom is animal,1
the stupid penis lover ursa,1
my team is just pro,0
fuck putin,1
really   ,0
i ll have to check w  your mom first,1
cumshot,1
stupid team,1
who is the best support ,0
how much pidaras i am from   to      ,0
we dont even have a carry and you still suck shit,1
back,0
beast,0
tem uma drow um juggernaut,0
u are the shameless shit,1
so fucking trash offlane,1
leave fuck noobs,1
lol ns doesnt leave top for    minutes ,0
especially wr,0
what a fuckjing,1
look at these imbeciles forgetting about serpent wards lol,1
fuck off necro,1
holy shit you re outskilled so hard,1
too ez undying dog,1
everyone,0
think of all i ve done for you,0
hey noob anthony,1
after this game you will have less mmr than me trash,1
we wanna be toxic to win,0
and i will still be above you ,0
farm creeps,0
fuckk offff man,1
what the fuck i wanna play ,1
please hold,0
this stupid bull head waits for his teammates to die every time when he hurts ,1
its great russian language moron,1
why wtf,1
is this lp,0
u suck pinga with cheese,0
keep trash out of dota,1
like the oracle,0
this stupid,1
why is magnus mid and sf on offlane,0
ur not the reason im dead thoug,0
puhyssy assssss d shadow blade,1
doesn t change the fact half those hits are wasted and no about of unranked posturing will change the fct you re a huge closeted fa   ot that enjoys bbc and dogsht ugly girls,1
   ily emp,0
ty for waiting fags,1
where is it retard ,1
did ur pussy leak or what ,1
what a shit team,1
gettin this occasion to get somethin to drink  do the same bois,0
how long have you been a huge fa   ot,1
  reports clinkz,0
oh hes raped on top,1
that ur a son of whore,1
good silence,0
im getting free mmr why would i be angry ,0
as retarded as centaur,1
od players,0
were talking so much shit,1
too bad yr mouse dick kinda cute n short,1
report mother fucker useles axe,1
finally,0
its fine bro,0
put some pants on antimage,0
little neckbeard,0
go kill the dog,1
wheres bat huskar wtf,1
 idonthave,0
imagine saying my tinker noob but still scaed of my tinker and pick early hahahahahahahahah,1
this game is a waste of time this mk sucks,1
toronto and me,0
did you get the gcash ,0
youre a sniper    ,0
into typing,0
with my best friend,0
white boy,1
pure idiots are playing this game,1
ctm,0
wr watching naga and me getting fuck on pornhub,1
throne it,0
undying was hype af,0
wr who to blame now ,0
fxck you too,1
i hate black people,1
told u about handicap,0
never denied being a piece of shit ,1
its only like    mmr or   ,0
probably tastes good,0
this is pritty gay,1
something,0
  good played  well game,0
with ur stupid gameplay,1
let s fight with tide ulti only,0
he take    hit on towers,0
thats lc all game,0
doesn t explain how you are dogshit outside of mid,1
so hard for clincz mmmmmmmmm,0
pussy bitch ,1
omnislash this nuts,0
maybe a   for   soon,0
what imbecil,1
whitemon waiting for ur new songs with aki   ,0
lol this guy is mentely damaged,0
me haz fedeado,0
let him play and waste his time,0
ez bear tho,0
fuckign hell mate,1
trio trash player,1
for rough sex,1
what a joke,0
typical woman gamer,0
please report jakiro,0
his computer shitting itself,1
report team pelase,0
i used to love sand king when he sucked,0
waht wind ,0
said the useless mid,1
yeah why ,0
hc eeuu shit player taco,1
cumbackkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
no rush,0
whatever ... watch the replay,0
useless,1
3 gunmark,0
lol,0
i softened him lol,0
come,0
stupid kids grow up,1
fking light diference,0
"hori, info ?",0
gooo,0
#ERROR!,0
shut the fuck up please,1
srorry disvconect,0
speak english,0
now die,0
i stack,0
y and fail more noobie,1
bot,1
elc go now,0
caernvon idiot,1
I‘ve been spotted in A10!,0
its in the line,0
ще злийте ))),1
retard,1
&lt;#,0
Im Spotted at E5!,0
"перший бій, сток",0
should i cap,0
ok,0
spotted,0
team ...,0
i will take one shot,0
i tried man,0
u needed to kill cent,0
too late,0
HIDE IN BUSH,0
They are all here,0
Im Spotted at G2!,0
7.7k already,0
this game is so fun when u got 2 chiefs shoting gold,0
ФОКУСЯТ,0
елка спасибо тебе ...,0
aiming,0
PTA!!!,0
I am spotted at F5!,0
o7,0
уроди!,0
appres la bataille,0
are you all bot???,1
base def darling,0
Im Spotted at H6!,0
ty,0
ff amx,1
I am spotted at E4!,0
gj light,0
move,0
прога ау,0
DO NOT UPUSH souuth,0
ns,0
i give up. to many jokes in this battle. bye,0
o outro está dandovolta,0
goo to swim,0
fuck you putin ho ri,1
yes,0
M 41 YOU MOM BORNE YOU ON A S S IDI OT,1
cap!,0
131 from the twitch drop thingty?,0
wtf,1
красава!&quot;,0
some shots would be appreciated,0
Awww... show me on the tank where the bad arty touched you...,1
arta focus bz 176,0
"problem, i have very bad view and camo",0
all my helath went to artys,0
replay saved,0
Dont jump :D,0
hes playing for draw really?,1
wz get eyes on cap,0
Калабаново давай,0
96...,0
ja zaraz wracam kilka minut,0
send it man,0
team,0
Spotted at H1,0
"7,4k spot gg guys",0
skorpion?,0
2K ty,0
I've been spotted in J6!,0
skodea progeto campers come to help,1
idiots,0
report lynx,0
"low, 1 shot",0
eat shit,1
признайся при всех),0
6200 visible and I got some blind,0
paly defensive let artillery help,0
game over,0
i think,0
capiturem a base,0
moment i relaud and go,0
gg,0
good job brNon-Toxic,0
:(,0
we on the lemming team,0
holy crap its almost like playing the wrong side of the map was stupid,1
arta run,0
RICO GO,0
Im Spotted at E3!,0
cover me amx ac,0
dmg shell,1
"yeah, Leo i dead",0
how about some scouting lites?,0
Засвет в квадрате E3!!!,0
impotento,1
"arty, shoot the fucking is3 and kr",0
yea,0
What are the chances of the LT sitting in the usual bush?,0
get some distance,0
SPOT PLS,0
m103 help the 122 you incest faggot,1
You know where they are,0
camping heavies i swear,1
be careful,0
can we have snipers,0
manta go spot,0
"3 lts and no fcking spot, gg",1
amazing battle,0
Меня засветили в A2!,0
&gt;bz,0
my rng isn't good today,0
Im Spotted at K6!,0
thank you so much,0
it is spellede heavies you retard,1
ис,1
:'(,0
elc u r nooob,1
i spot,0
u2,0
сука инвалиды ебаные,1
thx,0
sry,0
kv 2 reloads goooo t 34 muppet,0
help,0
лев тигр,1
tx,0
я у него просто спросил а ты как пёс лаять начал,1
do i have some time to smoke a siggarette first?,0
